Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
cust_4080,44,Urban,High,332,8550.759511911969,30745.26476544384,3347.717909770851,2838852.1579547734,115,203,1718,17,3626.2892391708183,Monthly,Debit Card,18,3.5110525502099783,8,295208.0711758919
cust_4081,28,Urban,Low,264,16228.676189238224,65532.368390577874,6620.292596851067,4284370.513958891,333,324,830,27,1132.7384820863629,Weekly,UPI,20,56.53429668347212,5,437230.68215484597
cust_4082,62,Suburban,Middle,83,13425.170342064139,59588.43183795075,1690.0576571838408,1114289.1383913236,330,342,3472,13,4946.48452805945,Monthly,UPI,10,53.515247229784876,9,126199.67157510263
cust_4083,67,Suburban,High,777,343.95477731220257,1354.2271963336937,60.2273990280572,267252.8619715814,313,193,2098,12,3892.0148706298296,Monthly,Debit Card,17,2.440177842978173,3,33175.278761843234
cust_4084,32,Urban,Middle,924,3577.657163340306,16793.31315064951,1681.873518072723,3305755.218926443,11,365,3360,33,18.825014016119468,Monthly,Debit Card,16,33.00936601822464,8,348586.1093856362
cust_4085,60,Urban,Middle,334,4542.361975703685,14007.249971495436,679.6308306004988,1517148.8998850307,104,336,2585,19,4637.081609011017,Daily,UPI,13,22.635561194798868,2,158466.34918399755
cust_4086,47,Rural,High,380,8466.947961628442,31409.95901076547,2984.371753144369,3217440.225418808,175,66,2325,23,1461.5295110058858,Daily,Wallet Balance,17,19.151239015989415,10,337963.2577863779
cust_4087,63,Urban,Low,219,11738.446521596772,29090.222165041396,4848.882507126909,2570719.788229693,120,169,450,27,2083.2679981822484,Daily,Debit Card,13,12.14927937650029,1,260630.3448238782
cust_4088,37,Urban,Middle,658,4337.0388762068205,4517.276658087331,834.935540278354,2853771.580544088,237,155,4429,10,3061.4278946393365,Monthly,Debit Card,12,18.987199311394985,7,300704.44410708913
cust_4089,19,Rural,High,810,7656.45934720123,30830.814754598203,2905.7494726897453,6201732.071232997,236,76,764,50,4581.5489702210925,Weekly,Credit Card,8,55.11073904495488,10,634410.4326381892
cust_4090,20,Urban,Low,809,11683.028445935346,52333.455218251525,1474.7557526789583,9451570.012761695,305,261,2553,27,4636.633116270304,Weekly,Wallet Balance,18,65.4551875825522,5,955644.6847180343
cust_4091,52,Suburban,High,454,7674.871724993965,13014.26392853923,2298.6805780323457,3484391.76314726,38,133,481,21,2817.358813653696,Weekly,Credit Card,10,25.927378332243745,7,357092.49690789916
cust_4092,56,Suburban,High,673,2871.956733478797,3200.9767318669046,671.3866511156932,1932826.8816312305,272,342,2407,29,1583.6224790572423,Weekly,Debit Card,18,21.262789068611212,3,203204.87692359445
cust_4093,64,Rural,High,741,9838.30589950909,16311.98380781782,3525.0335895272915,7290184.671536236,344,141,4648,37,1395.9497085280364,Weekly,UPI,16,21.815015874083613,3,744316.4922993596
cust_4094,28,Urban,Low,746,6486.643977116571,29716.335584186912,2955.3275698694647,4839036.406928962,251,336,75,16,1821.9854938923945,Weekly,UPI,15,38.936033762294265,1,485742.64794595004
cust_4095,49,Suburban,Middle,89,17285.125367471166,37716.861878165786,2596.163037643386,1538376.1577049338,334,346,4768,21,902.5684176950543,Monthly,Debit Card,17,4.2389422020860685,3,168022.33156164584
cust_4096,60,Suburban,Middle,333,15514.74191279575,30018.178016448117,4346.03699506499,5166409.056960984,27,137,2335,0,3349.1650916004796,Daily,Debit Card,14,41.7990954184709,1,520636.3231502982
cust_4097,37,Suburban,High,310,3813.5990937514516,4036.158064951781,1026.916516160355,1182215.71906295,330,176,1460,19,2639.0102560314367,Weekly,Credit Card,13,66.33177221513087,4,125722.06677827929
cust_4098,68,Suburban,High,727,3061.189468703579,6698.557821758163,702.5983763854929,2225484.743747502,123,288,3248,4,3867.323501349,Daily,UPI,14,35.964517371613084,10,237510.8126240757
cust_4099,38,Urban,Low,420,6960.056699556855,26883.610909530056,2032.8008352067611,2923223.813813879,156,339,1998,32,470.5565844471632,Monthly,UPI,17,29.292180326585097,5,304283.10308916436
cust_4100,66,Urban,High,609,8249.36826386741,39896.891214851275,3731.1182480873476,5023865.272695254,217,36,2590,44,1999.5291217008394,Weekly,Credit Card,11,3.8199612370010887,10,520966.762708675
cust_4101,18,Urban,High,725,18641.042844981315,41960.333698030045,9124.133814040755,13514756.062611453,194,143,1883,0,1199.3143410044565,Daily,Wallet Balance,9,39.88738580462308,9,1363641.949090643
cust_4102,57,Urban,High,354,6039.398534335806,11853.776814802226,610.8075853933036,2137947.0811548755,301,137,198,43,2675.931031297025,Monthly,UPI,7,10.684036601724738,1,218152.74259983905
cust_4103,49,Suburban,Middle,824,17353.011215840146,78995.6979059532,6865.070184184706,14298881.24185228,161,16,2467,8,2341.219918393065,Monthly,Credit Card,17,33.77219013180778,8,1442451.5142260315
cust_4104,47,Rural,High,100,10111.132494280777,44590.29048940771,3498.7802538705614,1011113.2494280777,128,250,1097,31,2247.827255945145,Weekly,Wallet Balance,13,22.934484090777467,4,109281.4113148352
cust_4105,60,Rural,Middle,145,17713.618273892218,40965.251933993626,8817.925244992353,2568474.6497143717,316,6,3494,25,1578.2681597197125,Daily,UPI,17,19.51987415554744,4,269546.3308915773
cust_4106,66,Suburban,Low,10,14042.056008798443,17906.719299800607,1909.3342800870942,140420.56008798443,178,72,4206,44,3634.2278723706345,Weekly,Debit Card,0,68.98422574735044,1,26036.942072613125
cust_4107,64,Suburban,Low,983,14170.695472506284,70399.41656369073,6016.006092211378,13929793.649473676,126,161,3965,41,2407.8385213087845,Weekly,Credit Card,15,56.9261043507967,8,1411805.4456867133
cust_4108,36,Rural,Middle,44,10380.761775047995,38645.6779646263,4916.030555876693,456753.51810211176,174,224,2141,47,1011.2188990659643,Weekly,Wallet Balance,4,9.486249617934806,5,59151.742360678196
cust_4109,61,Rural,Middle,763,16807.677791147013,79102.34356135086,7812.986038965565,12824258.154645171,35,356,296,5,2737.2373644989666,Weekly,Credit Card,20,23.45403244874873,3,1285149.1967822677
cust_4110,59,Suburban,Middle,386,5095.951856781496,12064.655305559327,1652.2557908460697,1967037.4167176574,239,315,2308,29,2983.3607801969697,Monthly,Wallet Balance,7,50.93861660518171,5,207728.06128166727
cust_4111,36,Suburban,Middle,739,18147.951917622213,65164.607290674896,4192.584459796253,13411336.467122816,41,36,2772,39,106.89838632666205,Monthly,Wallet Balance,19,59.47267779985391,7,1357524.1975191184
cust_4112,59,Urban,High,910,12739.149342168985,47109.23312809448,4534.6471520422565,11592625.901373776,186,34,3845,22,1018.8933042425674,Monthly,UPI,1,38.38211713613869,9,1177643.1434852562
cust_4113,26,Urban,Middle,761,8779.79094083559,39435.50100525181,1952.878346445328,6681420.905975884,183,13,317,38,1212.0195506364119,Daily,Wallet Balance,18,64.92126693859564,9,680970.0808222702
cust_4114,54,Rural,Middle,495,19643.976169276986,97674.40983254004,5203.84061893671,9723768.203792108,261,202,271,24,1240.3758108156571,Weekly,Credit Card,2,26.672188927317173,7,981698.632473803
cust_4115,19,Suburban,Middle,493,17241.661997163686,24736.004079699786,4798.182012305235,8500139.364601698,34,57,1367,24,1194.229351800154,Monthly,Credit Card,7,6.405197184166302,9,863550.8217842698
cust_4116,66,Rural,High,169,15442.700046505674,54427.292599621826,3409.440405994603,2609816.307859459,187,7,2450,12,1358.205857834579,Monthly,UPI,2,67.84757052024138,9,275402.52785702865
cust_4117,16,Urban,High,642,5485.310396668187,12867.220583099395,1298.5427187452533,3521569.274660976,307,315,3311,24,1313.6361312741385,Monthly,Debit Card,17,30.37649969585411,3,363522.10940046055
cust_4118,43,Urban,High,531,19475.07660164363,82703.51676710544,2004.4770809975037,10341265.675472766,137,111,1658,16,4420.344186618029,Monthly,Wallet Balance,7,2.6386724202247467,5,1041832.3954539676
cust_4119,39,Rural,Low,336,14862.320181490857,59695.87543560169,3252.3444951007314,4993739.580980928,202,116,442,43,1598.2393612247758,Monthly,Wallet Balance,17,52.06319544277516,2,505758.8384174804
cust_4120,50,Urban,High,747,12108.29350774054,55335.79851733487,3498.3541890190927,9044895.250282183,143,307,608,26,1748.8135718312249,Daily,UPI,4,18.876511975897465,10,917431.1182423028
cust_4121,28,Suburban,Middle,857,18436.766587976523,43783.845484121346,3119.5552598765003,15800308.96589588,109,259,1092,10,1330.8863129157717,Daily,UPI,9,7.462098701216532,5,1587549.4534331302
cust_4122,62,Rural,High,513,3252.0118217632926,5652.391264463696,1373.1094091187854,1668282.0645645692,157,155,3784,5,4837.871797712789,Daily,UPI,10,60.928651906240525,7,179477.2705576005
cust_4123,49,Suburban,High,130,2788.9308947578925,3032.144378615568,878.6660899477957,362561.016318526,255,206,2857,14,2677.4540011752097,Weekly,Wallet Balance,3,18.22262799872454,5,47031.374631265
cust_4124,26,Suburban,Middle,539,11278.631153671296,22805.693725493118,4709.418009937729,6079182.191828829,181,310,1944,36,3052.7305710375813,Daily,Credit Card,9,39.57938956540496,8,621879.8538973641
cust_4125,51,Urban,High,514,1143.704796695883,2823.448201608966,172.9754837001351,587864.2655016839,341,94,2871,31,3677.4363103155133,Daily,Debit Card,4,44.470855090979505,10,75789.70839501065
cust_4126,66,Suburban,Low,250,13283.097368721645,63549.896935442404,5687.882108448177,3320774.3421804113,219,192,942,47,1668.5703439468657,Weekly,Credit Card,11,68.09597335825237,2,339827.1490460677
cust_4127,32,Rural,High,734,4822.41535093124,14300.827080901268,2330.6982752094164,3539652.86758353,28,290,1457,23,4843.902148824094,Daily,UPI,9,29.15055686425786,6,362757.33568394097
cust_4128,50,Suburban,Low,947,2389.341293081997,7707.436830158797,575.7872744076326,2262706.204548651,151,279,1364,10,761.6308628716878,Daily,Wallet Balance,11,36.59989035167859,10,239617.80502342925
cust_4129,33,Suburban,Low,138,8195.822037331645,37049.336852065084,1750.4715533686167,1131023.441151767,359,48,2138,41,2289.0730024717213,Daily,Credit Card,4,22.41987349300328,6,126333.80761394084
cust_4130,55,Suburban,Low,275,9324.333031047618,42335.06463890454,3344.9423912647135,2564191.583538095,100,55,288,28,727.1963117621677,Monthly,Debit Card,10,34.11564835639687,4,263431.56019792845
cust_4131,37,Suburban,Middle,464,3417.992429282461,10635.64162324813,1211.219089131378,1585948.487187062,3,17,3344,7,3951.878731301916,Monthly,UPI,0,1.5019007912703581,1,165006.90935305523
cust_4132,39,Suburban,High,141,840.2900664130824,1222.465748421207,121.83131699337692,118480.89936424461,33,335,4686,36,536.5884601096643,Weekly,Debit Card,4,61.967542715046164,6,30551.79570636963
cust_4133,34,Urban,Low,944,8286.971268863885,17254.010006770288,3900.706495679435,7822900.877807507,199,62,2630,9,2769.498017067915,Weekly,Wallet Balance,13,5.682581816042324,9,796065.3387722168
cust_4134,52,Rural,Low,256,15192.931456408713,42958.81588014859,4430.600078570757,3889390.4528406304,69,125,4643,9,524.0313750033282,Weekly,UPI,1,18.472193844624897,1,399863.02959656145
cust_4135,54,Urban,High,882,17485.253414314422,70022.80933546636,7094.931231402129,15421993.51142532,90,237,4653,0,2263.3094409235496,Weekly,UPI,9,52.056345840944566,6,1556373.6964220705
cust_4136,36,Rural,Middle,824,1959.9903996407031,7539.547976938987,477.70271826047156,1615032.0893039394,17,61,223,44,1401.5399543631302,Weekly,UPI,0,46.54998954908637,4,169648.43895321238
cust_4137,23,Rural,Middle,456,10498.26250559499,37487.541580333585,2148.0983793929145,4787207.702551316,337,44,3650,22,4516.483789796632,Monthly,Debit Card,12,54.37471270574774,9,494962.5283602333
cust_4138,43,Rural,Low,952,5275.425746239632,23850.106103017253,762.34522480154,5022205.310420129,323,327,2818,17,265.4789753547943,Monthly,Wallet Balance,3,36.87235593323133,9,518423.79155433556
cust_4139,20,Rural,Middle,434,7498.931053361301,31574.89135785417,1573.3318712820499,3254536.0771588045,323,128,1521,22,3249.6881490012247,Daily,UPI,2,66.93045459087452,7,336070.7636413799
cust_4140,32,Rural,High,607,18669.50217690053,92011.8380037928,9285.696191291643,11332387.82137862,34,259,1654,4,3476.2561647889484,Daily,Credit Card,11,68.09463174781806,1,1136208.6540554678
cust_4141,52,Suburban,Middle,173,7047.974711183482,32115.04179026424,2559.7121659084396,1219299.6250347425,264,201,3628,47,4444.910511906043,Monthly,UPI,11,54.8117481237728,3,134663.50724752125
cust_4142,51,Urban,High,473,7313.265144264754,13036.814480259545,3079.7105275192625,3459174.4132372285,301,323,4772,37,4388.647281555803,Monthly,UPI,15,23.840952228197587,1,357967.117682945
cust_4143,69,Urban,Low,955,4195.822556642375,5162.818097629332,2028.275944597171,4007010.5415934683,60,112,3858,30,4885.281433037992,Daily,UPI,13,3.9220874251016653,5,413974.4134428279
cust_4144,34,Suburban,High,423,19200.768176336853,51036.482348935206,2526.7546711412365,8121924.938590488,184,355,2092,41,1269.5467717355268,Daily,Credit Card,7,40.00243253257532,7,826841.7204731812
cust_4145,42,Rural,Low,917,9135.182259639065,31699.24508012517,1515.3236644582094,8376962.132089023,326,143,4463,38,1374.1268807388717,Weekly,Credit Card,12,1.643157044259958,5,854735.1497685328
cust_4146,68,Urban,High,439,11412.13875979469,40768.88426151217,5377.24317252654,5009928.915549869,357,207,736,19,1986.4636403880754,Daily,Wallet Balance,15,58.466833132108576,3,506371.65973479283
cust_4147,49,Suburban,High,57,9068.83016510498,18772.941369937886,2954.8195997340213,516923.3194109839,365,359,145,28,2687.884903182369,Monthly,Debit Card,14,42.751161609648726,5,58438.38948950721
cust_4148,26,Suburban,Middle,498,5065.852344509644,22489.972343515685,1793.0061686970764,2522794.467565803,199,140,2397,47,1835.7095930063927,Weekly,UPI,13,44.94357835174467,9,269855.59196007706
cust_4149,69,Urban,High,614,16210.148136688327,37558.68393338088,4393.820839992782,9953030.955926633,241,227,4894,32,3701.4820527243437,Weekly,Debit Card,4,5.290304596546889,3,1009440.3545663011
cust_4150,60,Urban,Low,169,579.139805277655,2708.323221951984,246.58122007917984,97874.6270919237,232,319,3477,38,42.72525954826634,Weekly,Debit Card,5,42.59546402485817,10,30520.100079418236
cust_4151,62,Rural,High,989,13807.966167532959,39855.390942557024,4237.632866121558,13656078.539690096,211,136,1033,31,88.27157789093043,Weekly,UPI,16,13.761344615345662,6,1376729.718180064
cust_4152,27,Rural,Low,582,11889.513483881055,12383.673339924713,5117.862282035717,6919696.8476187745,52,290,2281,24,3580.2837991545816,Monthly,UPI,8,29.58626760036433,2,699141.5428623002
cust_4153,69,Urban,Low,850,2894.170207268096,4770.070748094066,1438.0397839784027,2460044.6761778817,119,200,4619,43,4415.6061127537105,Monthly,Credit Card,17,23.66110135499275,4,261334.6645614113
cust_4154,36,Rural,High,561,3326.4418355707817,4687.878059257535,1193.1637961087172,1866133.8697552085,330,278,1727,26,3882.7372686609165,Daily,Wallet Balance,11,18.486799953048564,7,197726.0183411904
cust_4155,69,Suburban,Middle,428,13187.919502138378,15510.354106266534,4108.372340313557,5644429.546915226,215,306,3000,22,585.4580671392057,Daily,Credit Card,12,32.742034595012115,9,581350.2256579531
cust_4156,26,Rural,High,419,6249.654445348798,24099.10028760454,1537.8096073999607,2618605.212601146,322,140,385,46,4674.870134659208,Monthly,Debit Card,16,55.09729783329279,4,268893.086192785
cust_4157,54,Rural,High,347,5322.104182531927,9416.20463206011,946.6883185890715,1846770.1513385787,149,150,2320,1,2609.563092534507,Monthly,UPI,6,17.55870422051778,10,198112.23358759063
cust_4158,43,Suburban,Middle,517,1192.5303497902132,5192.848576848468,432.4867714134666,616538.1908415402,176,91,4019,49,3711.4757604273486,Daily,Debit Card,20,37.24398506703269,3,75736.08120394035
cust_4159,20,Rural,Low,455,15331.996955562456,31551.33806845849,1917.3409885209378,6976058.614780918,269,186,4939,3,1005.2309883158939,Monthly,Credit Card,19,26.322233068532864,7,714281.2459839338
cust_4160,32,Suburban,High,714,17654.6119866599,19937.502073648862,8518.61570536036,12605392.958475169,320,82,2374,24,2743.978154670769,Monthly,Debit Card,7,47.446181327233774,2,1268315.3067701815
cust_4161,35,Rural,Middle,202,16398.68859099742,70230.68619163531,5887.491323317016,3312535.095381479,5,19,513,44,1650.3040192180806,Weekly,UPI,0,41.26092657905403,4,339854.35752853885
cust_4162,56,Urban,Middle,179,9326.022048805738,26715.1679688509,4511.417555400689,1669357.9467362273,116,133,26,22,4873.8038676436445,Monthly,Wallet Balance,11,47.15417821005545,5,171750.8927398009
cust_4163,61,Rural,Low,57,10683.788607525445,36303.74617910705,2231.9481852402882,608975.9506289504,203,272,664,40,2370.9806990635284,Weekly,Debit Card,18,70.74232952100263,3,68040.10471336328
cust_4164,27,Urban,Middle,698,4853.10111775392,11380.08123905688,2322.7248936381193,3387464.580192236,37,169,2187,35,3777.8849280234554,Monthly,Wallet Balance,7,36.99623862459759,5,349731.5155552119
cust_4165,21,Urban,Low,604,3465.366240981535,4103.553579218244,1195.0317452946288,2093081.2095528473,54,19,3984,40,3016.159681798292,Daily,Debit Card,11,8.297189511395285,2,221768.0411143856
cust_4166,32,Urban,High,804,16461.793486077982,40836.90866646716,6981.538580613777,13235281.962806698,288,253,1540,22,471.4937436147387,Monthly,UPI,5,4.182326939446458,8,1336572.4494088625
cust_4167,66,Urban,Middle,906,15968.899769291156,49074.75216532226,2739.773291903641,14467823.190977788,284,364,1755,32,2714.6387770381443,Monthly,UPI,20,4.576670172556204,5,1457134.9997092597
cust_4168,34,Urban,High,946,15549.422970453472,16276.302736368989,4665.513376128661,14709754.130048985,86,193,4123,27,2701.079337340046,Daily,Wallet Balance,5,26.00454830958268,8,1488570.8733362285
cust_4169,41,Suburban,Middle,995,9272.552534888719,30573.090510380094,3037.5412074101587,9226189.772214275,45,278,3832,7,3578.5467458828725,Daily,UPI,6,52.4482178246889,3,932193.7038484861
cust_4170,63,Suburban,Middle,501,17291.51013928274,79059.7000207501,4446.369521944774,8663046.579780651,284,145,2631,32,1609.5400830377876,Daily,Wallet Balance,8,60.64765801543989,2,875961.8879365464
cust_4171,59,Suburban,High,739,18525.379066322785,34667.692081669884,3729.0308713989493,13690255.130012538,321,35,307,28,4303.260571331323,Monthly,Credit Card,11,43.177341529727045,9,1379287.8827155882
cust_4172,59,Urban,Middle,933,6573.603449622361,30942.455268537306,3036.412489703897,6133172.018497663,70,167,3469,47,3113.0175034806102,Daily,Wallet Balance,5,35.078893112489006,5,628398.693098026
cust_4173,67,Rural,High,112,4501.642890689313,6259.237670020953,603.3261729359385,504184.0037572031,42,244,4229,14,196.7065702689924,Monthly,Debit Card,5,61.11129322037107,8,68178.04709058582
cust_4174,47,Suburban,High,148,9290.617985211904,39965.87318932318,1501.3158937533642,1375011.4618113618,272,73,2833,14,3534.1789423227306,Daily,Wallet Balance,8,5.027285367620697,10,152800.05670997483
cust_4175,21,Rural,Low,781,3594.7338699251045,15677.703599972478,820.3334146391655,2807487.1524115065,141,311,3364,36,4534.8345502091715,Monthly,Wallet Balance,6,23.97476139951057,5,293809.297966046
cust_4176,51,Rural,High,715,17681.21767394654,35911.25064798098,8273.18320996891,12642070.636871776,59,133,1993,18,3415.735476527327,Daily,Debit Card,3,5.0732584458653776,6,1274285.195948914
cust_4177,53,Urban,Low,378,6766.430096554611,32691.151948787767,2203.719021812457,2557710.576497643,240,73,703,42,1899.9865219731128,Daily,UPI,20,67.10847386815082,2,262427.0643887777
cust_4178,26,Urban,High,877,11527.67401294613,30737.33122980266,2873.497269148564,10109770.109353757,47,115,354,50,2953.2441530309325,Weekly,UPI,12,7.332660041191788,1,1016208.3888588602
cust_4179,48,Urban,Middle,915,11898.442723183429,18621.352587224854,3106.3417441736888,10887075.091712838,167,267,546,20,856.9913550973596,Monthly,Credit Card,9,69.12810168066387,2,1093371.013493735
cust_4180,39,Suburban,High,348,10304.607728114468,34694.148939436986,4483.648554316158,3586003.489383835,110,334,109,34,3006.2773677954,Daily,UPI,9,52.888293474154096,2,362715.21025448584
cust_4181,38,Urban,Middle,358,3138.948931367735,15652.239572360773,347.5187799523545,1123743.717429649,126,110,1498,25,2504.963722674627,Monthly,Credit Card,20,36.11226856473987,9,125617.8898816276
cust_4182,30,Suburban,Low,56,19820.102795466493,91116.3065693365,2071.906799470403,1109925.7565461237,299,168,3671,27,130.78844228857633,Daily,Credit Card,3,23.194890270497844,7,127969.18143346808
cust_4183,42,Suburban,Middle,813,3460.338552530183,7316.57895272999,409.8213155399656,2813255.243207039,109,216,562,21,1609.4494310777186,Monthly,Credit Card,20,39.13272191969375,5,288744.799605165
cust_4184,26,Suburban,High,316,15032.632137812487,49727.14132542251,4324.61768239609,4750311.755548745,165,340,3183,35,956.2362455081386,Monthly,UPI,17,46.631217107648666,9,493419.0574321205
cust_4185,66,Suburban,Middle,964,15829.34385236263,23134.121270229356,5263.252997728429,15259487.473677576,259,97,1587,15,1953.259633811415,Monthly,Debit Card,7,35.17249521364314,8,1537646.117550852
cust_4186,65,Urban,Low,185,2911.822530141841,8291.06295693259,1018.5191937373701,538687.1680762406,76,80,465,11,1209.162146674743,Weekly,UPI,14,66.14242165675013,10,65294.13573428669
cust_4187,32,Suburban,Middle,54,18663.938595882108,57714.129094810545,7324.753217581405,1007852.6841776338,7,217,176,27,4171.2434893526215,Monthly,Debit Card,8,10.890065541430172,7,108751.64667308709
cust_4188,66,Urban,Middle,37,9760.29766492829,22069.137820943804,1716.7340190383786,361131.0136023467,186,186,3198,6,3488.4174450069145,Daily,UPI,3,10.116362410359352,5,46364.89263773122
cust_4189,68,Urban,High,723,12581.370341768055,36948.318362291386,2578.097292438021,9096330.757098304,276,64,4080,32,3700.573708189386,Weekly,Credit Card,6,56.34584045654615,8,927142.7888557358
cust_4190,29,Suburban,High,805,12847.299260135576,60122.197952780596,2536.0929283611395,10342075.904409138,79,67,2927,23,1804.3365508168008,Monthly,Debit Card,0,40.81125550574526,10,1051459.4221655056
cust_4191,42,Urban,Middle,270,10104.052960590092,30317.721655183657,1613.3024078799892,2728094.299359325,65,96,894,10,17.23182580704419,Daily,UPI,16,29.832241427527013,5,280588.814023029
cust_4192,33,Rural,Low,863,2849.0206619818628,12319.054920837101,563.417284946603,2458704.8312903475,115,34,1482,14,1095.7684610019908,Monthly,UPI,2,59.25220275598056,5,254686.59889853376
cust_4193,43,Urban,Middle,732,15037.54962424707,34128.64693947192,5194.887801216682,11007486.324948857,202,345,4120,18,3776.491022159924,Weekly,Wallet Balance,20,67.67363538994282,5,1113900.3869838058
cust_4194,66,Urban,Low,508,11639.89884411861,56868.08638478016,2869.987438879601,5913068.612812254,142,234,1208,14,3014.1840365039834,Daily,Debit Card,18,38.25474244186639,2,595615.7692629733
cust_4195,62,Suburban,Low,228,2382.425498995096,3273.1022613084606,970.0402181950708,543193.0137708819,98,163,426,8,2692.8908283151513,Daily,Credit Card,17,41.37155847135421,9,63624.85596293062
cust_4196,62,Suburban,Low,428,14009.436152985836,46824.39111688149,4406.913583561792,5996038.6734779375,305,157,1527,12,1402.5996773737736,Daily,Credit Card,14,4.904971332151385,10,613156.5675091068
cust_4197,19,Urban,Middle,870,14058.237583521746,58475.95873863803,2598.1825536881183,12230666.69766392,217,281,2794,49,378.7116346019426,Weekly,Debit Card,9,36.389791003727844,6,1239365.3139490911
cust_4198,22,Suburban,Low,723,10974.244057457343,46708.18188362505,3149.090062731426,7934378.453541659,74,28,3184,28,3924.332351166709,Daily,UPI,14,2.399987365816748,2,802643.6791785825
cust_4199,60,Rural,Middle,810,1820.0707177284448,3263.6132922171037,613.9963447349394,1474257.2813600404,293,69,1906,25,193.27783997340418,Monthly,Credit Card,6,29.818802864470136,1,154641.08921601734
cust_4200,50,Rural,Low,1,7059.354182423218,18400.79651898901,3151.8462559823147,7059.354182423218,134,332,2619,22,295.6823443129641,Monthly,UPI,5,69.61203407938977,4,11996.09424608584
cust_4201,63,Suburban,Low,23,1027.9729114577522,3594.599938372589,445.61293461514043,23643.3769635283,262,338,2573,16,1474.6761781552093,Daily,Wallet Balance,13,55.141775702219455,4,12372.999607275226
cust_4202,24,Urban,Middle,503,9557.144416339563,21632.891120018212,2586.086193108425,4807243.6414188,284,230,86,4,2864.6683869880685,Weekly,Credit Card,17,53.143277857273816,5,484864.02994838596
cust_4203,23,Rural,High,448,18129.878166561928,65869.18437997629,6509.901293322899,8122185.418619744,102,350,3567,15,4961.132582947344,Daily,UPI,17,56.72516119654871,4,822371.9755705007
cust_4204,67,Rural,High,796,55.037122432345285,138.42511516051786,12.05983949099419,43809.549456146844,206,137,392,38,453.20787696080333,Daily,Credit Card,5,61.32726199438763,1,9738.351007134283
cust_4205,60,Urban,Middle,496,5340.10667431782,12834.7610384406,1886.132746494964,2648692.9104616386,141,112,755,29,2365.8539963514604,Daily,UPI,12,4.032026846389126,2,270096.36404798814
cust_4206,32,Suburban,Middle,900,15999.18343195022,22915.193427272283,7441.491848523706,14399265.088755198,13,299,4313,20,3008.766515300948,Monthly,Wallet Balance,10,63.44426001818405,6,1455048.1256178694
cust_4207,32,Rural,High,425,207.1180680939143,239.6379898345835,72.45344356729157,88025.17893991357,249,25,1444,4,4115.526202248267,Monthly,Wallet Balance,8,55.99767937095382,10,20032.754792867225
cust_4208,64,Urban,High,700,213.36700654967404,926.2464794468751,47.262655704458886,149356.90458477184,123,94,782,25,3448.069575575288,Weekly,Wallet Balance,11,49.557960202487564,9,26275.65567068954
cust_4209,48,Urban,High,18,12220.263536027038,36149.71436305803,4369.885212170801,219964.74364848668,10,66,4641,42,4038.7078980588303,Weekly,UPI,18,29.80705745321996,8,41459.120415819256
cust_4210,47,Rural,Middle,959,15786.103138403703,51328.396477099006,7279.001650818026,15138872.909729151,80,17,2073,47,2612.3450355917025,Weekly,Credit Card,18,22.338382729678354,7,1528427.1184551194
cust_4211,23,Suburban,Low,445,15532.343295158747,38658.20210950826,2404.698320036317,6911892.7663456425,167,109,490,29,2169.8540175198323,Monthly,Credit Card,20,14.627955862177629,7,700984.3496258043
cust_4212,34,Rural,Middle,561,15593.764634778247,24123.057725962728,4568.641938051937,8748101.960110595,99,278,3989,21,3093.6415863767716,Monthly,UPI,15,25.254261333443452,1,884341.3752178712
cust_4213,53,Urban,High,559,7226.516832905138,20221.87526857831,1650.6837208629388,4039622.909593972,207,10,3468,44,4504.354047406645,Monthly,Wallet Balance,2,63.35793697792775,5,418046.11393569387
cust_4214,18,Rural,Low,627,17655.65564404643,33825.20495198796,3470.8720504791954,11070096.088817112,151,346,1048,1,2754.2358108054455,Monthly,Wallet Balance,6,5.008779839496407,4,1111828.4909763085
cust_4215,20,Suburban,Middle,39,266.58367192077054,1159.83416198336,68.90750469199506,10396.76320491005,37,141,198,43,3027.965595958654,Weekly,Debit Card,9,52.55865436466096,5,9221.693522511678
cust_4216,28,Urban,High,729,6250.652848078285,30922.943191943556,1610.0882802733768,4556725.92624907,264,298,370,11,1689.880766062571,Monthly,UPI,18,7.0458979697644875,6,462667.65224187577
cust_4217,62,Suburban,Middle,210,6750.382019759444,30757.336286773385,1243.2394494127975,1417580.2241494833,342,28,4186,41,2980.6072277492945,Weekly,Wallet Balance,5,9.293816336204888,6,158739.71880107367
cust_4218,61,Rural,Low,774,3319.7668051326273,10334.756293235483,867.9532018527074,2569499.5071726535,5,100,398,26,3138.820614082252,Monthly,Debit Card,8,15.181583914350808,10,268776.54041022423
cust_4219,46,Rural,High,211,6731.157200112063,23643.37127691636,2379.4151220248623,1420274.1692236452,226,187,459,25,3767.1274301912354,Daily,Wallet Balance,17,48.84345568658612,5,148561.8532072689
cust_4220,31,Suburban,Middle,565,11721.82375974166,56176.72515425157,1292.8326004182297,6622830.424254037,27,267,2604,44,2860.883475064893,Weekly,Credit Card,11,61.45011800228804,3,673460.6006878713
